Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,Yearly Income,Per Capita Inc,User,Total_Credit_Limit,Num_Cards,CUR,Txn_Count,Total_Spend,Mean_Txn,Std_Txn,Max_Txn,CL_Quintile
Susan Labelle,42,71,1977,9,Female,338 Bayview Lane,,Broad Run,VA,20137,38.81,-77.72,$35905,$73208,115827.0,664,6,73208.0,35905.0,605,88674.0,6,100.0,25039,962669.9199999999,38.44681976117257,74.67191756317169,1417.8,5
Ellianna Cooper,42,68,1978,2,Female,794 Lake Street,,Township Of Washington,NJ,7676,40.98,-74.06,$37908,$77288,46160.0,771,4,77288.0,37908.0,606,99931.0,4,46.19187239195045,21798,1111784.38,51.00396274887604,90.00282379445733,2065.14,5
Shepherd Cox,30,66,1989,9,Male,6657 West Street,,Lake Worth,FL,33463,26.61,-80.05,$18415,$37544,15489.0,703,4,37544.0,18415.0,607,24031.0,4,64.45424659814407,8934,292743.22000000003,32.76731811058877,82.30666475206142,1566.08,2
Dallas Fox,58,65,1961,11,Male,217 Fifth Lane,,Cornell,IL,61319,40.99,-88.72,$19926,$40628,66552.0,636,1,40628.0,19926.0,608,10500.0,1,100.0,1440,43856.83,30.456131944444447,81.65048043147648,967.09,1
Kimora Lewis,24,68,1995,4,Female,418 Elm Street,,Warm Springs,GA,31830,32.88,-84.67,$15433,$31469,53555.0,645,1,31469.0,15433.0,609,19185.0,1,100.0,93,2251.0600000000004,24.204946236559145,70.66004461197998,374.0,2
Milo Walker,53,65,1967,2,Male,9385 Birch Street,,Albuquerque,NM,87121,35.11,-106.62,$15385,$31369,0.0,707,3,31369.0,15385.0,610,23808.0,3,0.0,26158,455229.29000000004,17.403061778423428,61.456871458355394,904.32,2
Ophelia Peres,36,65,1983,9,Female,7643 Martin Luther King Street,,Greenville,OH,45331,40.1,-84.62,$16351,$33339,83353.0,679,2,33339.0,16351.0,611,20417.0,2,100.0,8637,498914.81999999995,57.76482806530045,65.96553917186081,1045.74,2
Kyree Wood,25,65,1994,11,Male,944 Lexington Boulevard,,Cantonment,FL,32533,30.6,-87.34,$20273,$41338,90737.0,772,1,41338.0,20273.0,612,2066.0,1,100.0,207,12646.18,61.09265700483092,41.70245744207937,125.98,1
Alma Xi,54,66,1965,12,Female,85 Lafayette Boulevard,,Carthage,NY,13619,43.98,-75.6,$17220,$35114,24637.0,686,5,35114.0,17220.0,613,62042.0,5,39.71019631862287,34062,1159344.8599999999,34.03631201925899,48.20399045702881,864.57,4
Bryan Ajami,39,65,1980,9,Male,5193 East Street,77.0,Louisville,KY,40299,38.22,-85.74,$25258,$51499,7226.0,788,4,51499.0,25258.0,614,32042.0,4,22.55165095811747,22773,1511384.3,66.36737803539279,110.88092113992434,1348.28,3
Joslyn Faraday,85,67,1934,10,Female,577 12th Lane,,Lakewood,NJ,8701,40.09,-74.21,$13006,$9795,396.0,771,7,9795.0,13006.0,615,60198.0,7,0.6578291637595933,15151,341178.77999999997,22.51856511121378,53.767294614054634,827.41,4
Prakash Braun,19,67,2000,9,Male,1317 Wessex Lane,,Belmont,CA,94002,37.5,-122.3,$46616,$95045,132371.0,708,3,95045.0,46616.0,616,33576.0,3,100.0,91,4485.06,49.28637362637363,74.3975470545134,332.83,3
Kace Gomez,66,72,1953,3,Male,9218 Martin Luther King Avenue,,Mulberry,FL,33860,27.9,-81.97,$17944,$36589,86573.0,676,3,36589.0,17944.0,617,32254.0,3,100.0,7500,399799.72,53.306629333333326,95.81048468971758,1049.05,3
Romina Smith,59,63,1960,11,Female,4701 Littlewood Drive,,Tampa,FL,33618,27.95,-82.48,$28916,$58959,109358.0,598,2,58959.0,28916.0,618,32939.0,2,100.0,2292,89302.14000000001,38.962539267015714,71.02812606886121,1200.04,3
Kaleb Lonsdale,61,61,1958,12,Male,363 Third Drive,,Pinole,CA,94564,37.99,-122.27,$25849,$28210,22961.0,655,2,28210.0,25849.0,619,44511.0,2,51.58500146031319,24255,1884244.37,77.68478128220985,123.2022170899275,1824.27,4
Colton Stewart,39,68,1980,5,Male,700 Rose Avenue,,Laurel,MD,20708,39.09,-76.85,$27635,$56347,32530.0,779,3,56347.0,27635.0,620,55535.0,3,58.57567299900963,14142,563415.3699999999,39.839864941309564,96.12441858739913,1183.72,4
Alicia Young,59,72,1961,1,Female,704 Summit Drive,4775.0,Claremont,NC,28610,35.71,-81.15,$18029,$36760,95755.0,593,2,36760.0,18029.0,621,33969.0,2,100.0,18907,681837.21,36.06268630665891,69.53306007531205,1034.68,3
Cassius Schmidt,38,67,1981,11,Male,8897 East Street,,Carmel,CA,93923,36.46,-121.82,$29174,$59482,130605.0,688,4,59482.0,29174.0,622,146081.0,4,89.40587756107912,21985,797595.96,36.27909756652263,90.65075621148789,1574.63,5
Sadie Cruz,55,60,1964,5,Female,4941 Ocean View Drive,3.0,Fort Worth,TX,76119,32.75,-97.33,$12175,$24827,60261.0,590,1,24827.0,12175.0,623,1241.0,1,100.0,12267,954141.7000000001,77.7811771419255,67.66521519706143,596.04,1
Royalty Miller,67,65,1953,1,Female,9205 Summit Street,,San Jose,CA,95134,37.42,-121.94,$51631,$52929,37514.0,737,7,52929.0,51631.0,624,217937.0,7,17.21323134667358,24227,1307224.1800000002,53.957327774796724,91.48896720779824,5694.44,5
Nathaniel Bell,52,70,1967,12,Male,469 Mountain View Boulevard,,Indianapolis,IN,46256,39.77,-86.14,$31114,$63433,122550.0,770,7,63433.0,31114.0,625,129048.0,7,94.96466431095406,23612,1266480.83,53.63716881246824,82.51482498400563,3416.64,5
Judah Richardson,21,67,1998,11,Male,78596 Birch Drive,,Houston,TX,77049,29.76,-95.38,$19364,$39485,144101.0,685,1,39485.0,19364.0,626,12035.0,1,100.0,174,6543.74,37.60770114942529,59.99405549481787,443.0,1
Celine Gutierrez,33,59,1986,8,Female,142 Valley Drive,,Valparaiso,IN,46383,41.47,-87.05,$25472,$51938,97252.0,697,2,51938.0,25472.0,627,27132.0,2,100.0,4015,313655.79000000004,78.12099377334995,99.63341969506622,1466.08,2
Lucinda Cox,68,53,1951,12,Female,6723 Maple Street,10.0,Annandale,VA,22003,38.83,-77.21,$30622,$65298,18684.0,524,2,65298.0,30622.0,628,27657.0,2,67.55613407094046,20887,1554545.75,74.42647340450998,109.36087385886226,2013.0,2
Zaniyah Lewis,58,65,1962,1,Female,501 Grant Lane,,Trenton,GA,30752,34.87,-85.5,$15950,$32520,29433.0,731,4,32520.0,15950.0,629,54974.0,4,53.53985520427839,7070,440079.73,62.246072135785006,114.2630048302874,2782.7,4
Chandler Wright,41,63,1978,8,Male,992 Martin Luther King Avenue,,Park Forest,IL,60466,41.48,-87.68,$19359,$39472,82626.0,698,1,39472.0,19359.0,630,7200.0,1,100.0,104,4757.860000000001,45.74865384615385,66.2272489971185,294.0,1
Victoria Edwards,37,66,1982,5,Female,4189 Birch Street,,Kilauea,HI,96754,22.21,-159.41,$16898,$34457,48966.0,666,2,34457.0,16898.0,631,14042.0,2,100.0,8223,268426.5,32.64337832907698,69.80104357457328,636.67,1
Alessandro Thompson,48,73,1971,12,Male,2193 Sixth Avenue,,Highland,NY,12528,41.71,-73.96,$26227,$53478,73030.0,674,3,53478.0,26227.0,632,43452.0,3,100.0,7053,555528.55,78.76485892528002,112.47726374644446,1497.64,4
Keegan Myers,39,68,1980,10,Male,952 Mountain View Boulevard,455.0,Ludington,MI,49431,43.95,-86.44,$15863,$32343,59006.0,732,3,32343.0,15863.0,633,27837.0,3,100.0,9186,334580.43000000005,36.42286414108426,64.23616658905028,980.34,2
Remington Labelle,83,65,1937,1,Male,637 Seventh Street,,Westminster,SC,29693,34.66,-83.09,$15406,$31943,1248.0,686,6,31943.0,15406.0,634,55662.0,6,2.2421041284898138,15347,569574.6799999999,37.11309571903303,46.803594883580786,580.59,4
Jillian Ramirez,41,56,1978,10,Female,9413 12th Boulevard,8.0,Manly,IA,50456,43.28,-93.2,$16081,$32789,47679.0,699,2,32789.0,16081.0,635,20246.0,2,100.0,10068,417216.64,41.439872864521256,72.22289062917694,1032.33,2
William Foster,29,64,1990,8,Male,1734 George Drive,,San Francisco,CA,94134,37.72,-122.41,$20536,$41873,76725.0,717,1,41873.0,20536.0,636,24576.0,1,100.0,53,2902.6,54.76603773584905,136.40108439423457,601.16,2
Kenny Evans,44,66,1976,1,Male,9900 Ninth Avenue,,Bloomfield,IN,47424,39.02,-86.93,$18204,$37115,58438.0,685,3,37115.0,18204.0,637,33948.0,3,100.0,10952,338017.62,30.863551862673482,64.45634736682042,935.53,3
Kaylani Thompson,40,65,1979,12,Female,613 George Boulevard,,Stanford,KY,40484,37.53,-84.66,$15202,$30997,81716.0,722,2,30997.0,15202.0,638,16833.0,2,100.0,11493,351829.01,30.612460628208474,76.93349284191731,1177.0,2
Alina Braun,25,67,1994,8,Female,157 Eighth Street,,Bellevue,WA,98005,47.62,-122.16,$43432,$88554,142154.0,701,2,88554.0,43432.0,639,63005.0,2,100.0,171,13803.86,80.72432748538012,192.82056074998727,2016.24,4
Simeon Miller,29,63,1990,3,Male,32595 River Drive,,Shafter,CA,93263,35.49,-119.3,$14556,$29682,65845.0,659,2,29682.0,14556.0,640,24093.0,2,100.0,94,2122.3400000000006,22.578085106382986,38.05380821596489,167.4,2
Kade Williams,61,68,1959,1,Male,6762 Second Street,,Bennett,CO,80102,39.75,-104.42,$26369,$53762,37361.0,689,8,53762.0,26369.0,641,163472.0,8,22.854678477048058,10632,558318.72,52.5130474040632,104.77167192763713,1174.51,5
Gwendolyn Labelle,19,66,2001,1,Female,534 Norfolk Lane,,New York,NY,10026,40.71,-73.99,$26718,$54477,72241.0,802,2,54477.0,26718.0,642,41523.0,2,100.0,76,2217.5100000000007,29.177763157894745,45.21598691423329,239.12,3
Frances Johnson,30,67,1989,7,Female,385 Grant Street,,Independence,MO,64050,39.08,-94.35,$16224,$33076,50117.0,721,3,33076.0,16224.0,643,31816.0,3,100.0,7814,271037.99,34.68620296902994,80.2484993797745,1186.5,3
Reid Robinson,58,67,1961,5,Male,1034 Pine Boulevard,6545.0,Erie,PA,16505,42.12,-80.08,$24324,$49595,68057.0,676,1,49595.0,24324.0,644,31554.0,1,100.0,12594,1018540.3300000001,80.87504605367636,110.57528588334522,1253.26,3
Pierce Perry,31,67,1988,12,Male,8803 Washington Boulevard,,Scituate,MA,2066,42.18,-70.73,$40226,$82019,64583.0,695,3,82019.0,40226.0,645,102016.0,3,63.30673619824341,11856,1159441.27,97.79362938596492,122.25810179816625,1749.29,5
Ulises Chen,76,66,1943,5,Male,3462 Ocean Boulevard,,Sacramento,CA,95831,38.49,-121.53,$26815,$51942,22839.0,723,4,51942.0,26815.0,646,90443.0,4,25.252368895326338,9393,919369.3899999999,97.87814223357819,196.01447758890785,1778.84,5
Faith Myers,74,67,1945,3,Female,54 Lafayette Street,22.0,Chula Vista,CA,91910,32.63,-117.05,$20102,$29130,8746.0,720,5,29130.0,20102.0,647,82480.0,5,10.603782735208535,10316,368901.27,35.7601075998449,76.21900768083738,1270.85,5
Maya Torres,71,66,1948,8,Female,5822 Fourth Boulevard,,Charleston,WV,25312,38.35,-81.63,$16835,$13937,3854.0,783,4,13937.0,16835.0,648,24239.0,4,15.899995874417261,47094,2470620.5,52.461470675669936,38.83112482749962,781.89,2
Austin Robinson,20,63,1999,3,Male,592 Hillside Drive,,Berwyn,IL,60402,41.84,-87.79,$18714,$38158,80609.0,666,1,38158.0,18714.0,649,5158.0,1,100.0,218,10524.73,48.278577981651374,43.14635736052872,240.36,1
Amora Jenkins,47,67,1972,7,Female,45 Ocean Lane,37.0,Batavia,IL,60510,41.85,-88.3,$33701,$68710,201796.0,717,3,68710.0,33701.0,650,73431.0,3,100.0,11911,699505.0800000001,58.727653429602896,110.2710542081698,1435.12,5
Finley Evans,37,75,1983,1,Female,94 Ocean Avenue,,Naperville,IL,60564,41.76,-88.15,$49195,$100303,53919.0,821,2,100303.0,49195.0,651,101755.0,2,52.98904230750332,307,31076.510000000002,101.22641693811076,101.31492169392277,522.7,5
Naomi Anwar,58,65,1961,11,Female,9191 Main Avenue,,Epping,NH,3042,43.03,-71.07,$25001,$50980,87715.0,691,1,50980.0,25001.0,652,14138.0,1,100.0,63,3824.9000000000005,60.71269841269842,128.1328790711727,757.04,1
Levi Gomez,18,69,2002,1,Male,5504 Spruce Drive,,Sergeant Bluff,IA,51054,42.4,-96.35,$22958,$46810,0.0,747,2,46810.0,22958.0,653,44889.0,2,0.0,186,5948.66,31.982043010752687,51.3023414347369,254.15,4
Hugo Diaz,61,65,1959,2,Male,945 Third Avenue,,Sammamish,WA,98075,47.58,-122.03,$50607,$103185,206422.0,564,1,103185.0,50607.0,654,32808.0,1,100.0,22034,1230141.64,55.82924752654987,128.72087257012691,2546.05,3
Colson James,23,71,1996,4,Male,938 Maple Boulevard,,North Las Vegas,NV,89081,36.25,-115.08,$22907,$46704,91946.0,810,1,46704.0,22907.0,655,29674.0,1,100.0,155,7052.01,45.49683870967742,51.08468678772331,191.82,3
Gianni Merkel,35,61,1985,1,Male,583 Seventh Street,4.0,Wynnewood,PA,19096,39.99,-75.27,$50579,$103126,130160.0,642,1,103126.0,50579.0,656,24300.0,1,100.0,21988,1714045.32,77.95367109332363,101.33280739620648,1590.1,2
Anakin Harris,48,61,1971,6,Male,8993 Madison Avenue,,Fayetteville,NC,28312,34.93,-78.72,$18376,$37468,73448.0,666,3,37468.0,18376.0,657,34497.0,3,100.0,30275,1038532.76,34.30331164327003,73.15763231062952,932.94,3
Evelyn Hall,51,67,1968,7,Female,6840 North Lane,,Mount Kisco,NY,10549,41.2,-73.73,$55274,$112695,35135.0,840,6,112695.0,55274.0,658,311509.0,6,11.278967862886786,32952,2691073.5300000003,81.66647032046615,116.29149210740748,1853.04,5
Maximus Cruz,23,65,1996,5,Male,512 Tenth Street,,Holland,MI,49424,42.77,-86.1,$21668,$44181,82622.0,701,1,44181.0,21668.0,659,16998.0,1,100.0,64,1168.62,18.2596875,43.72906263175949,273.82,2
Princess Collins,26,65,1993,5,Female,388 Third Street,9.0,Mohegan Lake,NY,10547,41.31,-73.84,$33263,$67820,86177.0,628,2,67820.0,33263.0,660,29400.0,2,100.0,120,8060.15,67.16791666666667,104.1459535051317,531.65,3
Francesca Schmidt,80,67,1939,4,Female,499 Lafayette Lane,,Frankfort,IN,46041,40.28,-86.51,$16421,$24884,1828.0,850,6,24884.0,16421.0,661,84584.0,6,2.161165232195214,10776,412397.47000000003,38.2699953600594,88.30408978177724,1202.45,5
Juliette Wright,41,53,1978,8,Female,165 Fourth Street,,San Diego,CA,92130,32.95,-117.19,$0,$553,740.0,719,3,553.0,0.0,662,832.0,3,88.9423076923077,3334,79848.74,23.94983203359328,34.390664178454806,712.38,1
Leif Sullivan,40,64,1979,11,Male,83302 Valley Stream Lane,,Foxboro,MA,2035,42.06,-71.24,$35544,$72470,133421.0,711,2,72470.0,35544.0,663,63610.0,2,100.0,14496,703749.0,48.54780629139073,106.48042075289773,1224.71,4
Selena Thompson,35,66,1984,11,Female,610 Lake Drive,,Hillsboro,IL,62049,39.16,-89.48,$17696,$36081,118151.0,682,2,36081.0,17696.0,664,25322.0,2,100.0,79,2692.2200000000003,34.078734177215196,48.17689651577158,196.84,2
Jayden Myers,37,68,1982,6,Male,13 Federal Street,,Woburn,MA,1801,42.48,-71.15,$29122,$59375,0.0,729,2,59375.0,29122.0,665,54798.0,2,0.0,6160,412598.47,66.9802711038961,117.21387447007668,1045.72,4
Rodney James,18,70,2002,2,Male,18 Bayview Avenue,2.0,Hernando,MS,38632,34.82,-89.98,$23782,$48491,158871.0,588,1,48491.0,23782.0,666,10522.0,1,100.0,95,5986.549999999999,63.01631578947368,98.96635862280763,469.77,1
Stephanie Gomez,60,67,1959,4,Female,89075 Spruce Drive,,West Baden Springs,IN,47469,38.56,-86.61,$15138,$30867,12686.0,794,3,30867.0,15138.0,667,51275.0,3,24.74110190151146,21849,529647.95,24.241290219232,62.47932262760118,1110.44,4
Annabella Ward,33,67,1986,5,Female,906 Little Creek Drive,,Monroe,NC,28110,34.98,-80.54,$19605,$39974,64403.0,652,2,39974.0,19605.0,668,17936.0,2,100.0,14318,978253.39,68.32332658192485,75.43144407867153,1405.64,2
Camden Neufelder,39,72,1981,2,Male,1105 Wessex Avenue,,Arlington,TX,76002,32.69,-97.12,$24331,$49611,110543.0,739,4,49611.0,24331.0,669,64174.0,4,100.0,13366,714003.2899999999,53.41936929522669,117.46970380434111,1236.58,4
Cristiano Morris,24,69,1995,10,Male,841 Spruce Drive,3.0,Hammond,LA,70401,30.5,-90.46,$17584,$35856,73257.0,712,4,35856.0,17584.0,670,57250.0,4,100.0,5646,144349.28,25.566645412681545,51.323494338421035,1156.7,4
Ansley Reed,35,72,1984,9,Female,707 Elm Boulevard,3.0,Covington,VA,24426,37.77,-79.99,$17537,$35760,62768.0,830,1,35760.0,17537.0,671,3100.0,1,100.0,10665,404799.65,37.955897796530714,72.88564922929008,803.7,1
Colten Bailey,40,69,1979,6,Male,2336 George Drive,,Greenville,SC,29611,34.83,-82.37,$13249,$27013,58806.0,651,3,27013.0,13249.0,672,21886.0,3,100.0,7223,252683.86,34.98322857538419,80.76262752985042,725.42,2
Kole Gonzalez,63,62,1956,4,Male,690 Catherine Street,,Aurora,CO,80013,39.69,-104.81,$24849,$58006,20196.0,774,1,58006.0,24849.0,673,64.0,1,100.0,8631,160280.27000000002,18.5703012397173,29.58382260169417,404.0,1
Brylee Wilson,80,67,1940,1,Female,305 Pine Avenue,,Kent,WA,98032,47.39,-122.26,$24884,$39110,363.0,750,5,39110.0,24884.0,674,84511.0,5,0.42952988368378076,17242,940993.44,54.57565479642732,74.76141885427508,1514.83,5
Isabela Bell,38,66,1981,12,Female,422 Burns Street,,Shepherdsville,KY,40165,37.98,-85.71,$19661,$40087,17392.0,712,2,40087.0,19661.0,675,43953.0,2,39.5695401906582,7821,255617.45,32.68347398030942,50.374499438430306,849.5,4
Lane Cooper,46,65,1973,10,Male,12067 Federal Boulevard,,Philadelphia,PA,19135,39.95,-75.16,$17603,$35891,87749.0,577,3,35891.0,17603.0,676,15805.0,3,100.0,12471,492165.39,39.46478951166707,66.91594452405933,1160.41,2
Rosie Lonsdale,83,65,1936,3,Female,480 Catherine Drive,,Stamford,CT,6902,41.09,-73.55,$37213,$74753,1585.0,726,5,74753.0,37213.0,677,75526.0,5,2.098615046474062,15283,860918.25,56.331757508342605,104.74065399777578,1926.63,5
Finley Reed,31,70,1988,5,Male,1495 Elm Boulevard,,Banning,CA,92220,33.92,-116.83,$13002,$26511,21869.0,769,6,26511.0,13002.0,678,39398.0,6,55.507893801715824,14797,557827.2,37.69866864905048,44.80918876821259,762.83,3
Kian Richardson,76,69,1943,4,Male,2609 Plum Drive,,Olathe,KS,66061,38.88,-94.81,$28490,$19682,0.0,683,4,19682.0,28490.0,679,78115.0,4,0.0,9765,816407.86,83.60551561699948,91.02884217749339,1122.97,5
Sadie Braun,81,64,1938,9,Female,678 Park Drive,,Miami,FL,33179,25.77,-80.2,$19386,$23217,2559.0,616,3,23217.0,19386.0,680,42785.0,3,5.981068131354447,19418,604889.05,31.150944999485016,74.56359925087713,1543.06,3
Avi Wilson,30,66,1989,5,Male,323 Eighth Drive,54.0,Boulder,CO,80302,40.02,-105.25,$33151,$67589,0.0,734,3,67589.0,33151.0,681,61107.0,3,0.0,18665,1049043.39,56.203771229574066,88.79960550089486,1481.4,4
Atlas Fox,30,68,1989,8,Male,4262 Madison Drive,9.0,South Hamilton,MA,1982,42.62,-70.86,$45596,$92960,64167.0,724,3,92960.0,45596.0,682,138411.0,3,46.35975464377831,8263,451818.48,54.67971438944693,114.08347232686222,1990.86,5
Macy Wilson,52,61,1967,4,Female,2332 Elm Lane,,Walnut Creek,CA,94596,37.89,-122.03,$42685,$87030,156474.0,646,5,87030.0,42685.0,683,113680.0,5,100.0,16647,1496108.03,89.8725313870367,164.42534800829057,3854.44,5
Keanu Ortiz,72,66,1948,2,Male,493 South Street,,Ridgewood,NY,11385,40.7,-73.89,$19329,$22918,11371.0,750,5,22918.0,19329.0,684,84815.0,5,13.406826622649296,7920,362467.70999999996,45.766124999999995,95.0479434909861,1320.24,5
Samara Cruz,29,56,1990,9,Female,8958 Catherine Street,6.0,Stockton,UT,84071,40.3,-112.3,$24445,$49842,79750.0,698,1,49842.0,24445.0,685,39431.0,1,100.0,8777,420346.82999999996,47.89185712658083,104.80181813192114,1102.77,3
Miya Campbell,36,75,1983,4,Female,3194 Norfolk Street,28.0,Seaford,DE,19973,38.64,-75.61,$17624,$35933,23451.0,812,2,35933.0,17624.0,686,11666.0,2,100.0,19214,552568.95,28.758662954095968,43.34000387419339,1053.09,1
Leon Lewis,42,67,1978,2,Male,376 Fourth Drive,,Waimanalo,HI,96795,21.34,-157.72,$18080,$36860,65049.0,714,3,36860.0,18080.0,687,19664.0,3,100.0,13791,861735.46,62.48534986585454,79.72496048417484,1416.08,2
Scott Sanchez,53,70,1967,2,Male,302 Park Boulevard,,Cordele,GA,31015,31.96,-83.77,$13864,$28269,66681.0,734,6,28269.0,13864.0,688,33997.0,6,100.0,26059,664727.68,25.50856441152769,51.06977614706241,892.27,3
Clyde Fisher,20,66,1999,11,Male,135 Spruce Lane,,Ottawa,OH,45875,41.02,-84.04,$19827,$40426,76199.0,727,1,40426.0,19827.0,689,15579.0,1,100.0,115,3851.62,33.492347826086956,47.03908198103091,195.26,2
Yaretzi Kelley,43,71,1976,8,Female,93 11th Avenue,,Anaheim,CA,92804,33.81,-117.97,$18330,$37371,3378.0,739,4,37371.0,18330.0,690,50741.0,4,6.657338247176839,12831,396455.03,30.898217598004834,66.13960401900555,1055.53,4
Evelynn Foster,33,68,1986,9,Female,212 Ocean View Avenue,9.0,San Rafael,CA,94903,38.02,-122.54,$33148,$67589,106072.0,602,2,67589.0,33148.0,691,26200.0,2,100.0,8483,513321.18000000005,60.51175055994342,106.5987856498754,1009.82,2
Clyde Brooks,55,66,1964,4,Male,455 Little Creek Boulevard,99.0,Williston Park,NY,11596,40.75,-73.64,$39705,$80957,161166.0,683,6,80957.0,39705.0,692,162910.0,6,98.92947025965258,25932,1335394.15,51.495995295387935,106.22172039340057,2349.81,5
Linda Phillips,64,69,1955,7,Female,729 Littlewood Avenue,,Wilton,CT,6897,41.18,-73.42,$94302,$192269,100192.0,700,6,192269.0,94302.0,693,381413.0,6,26.268637933159066,24856,2257604.43,90.82734269391698,222.04851671470485,12390.5,5
Bo Bailey,34,75,1985,8,Male,6444 Madison Drive,4.0,Tucson,AZ,85710,32.22,-110.82,$17480,$35641,64419.0,625,2,35641.0,17480.0,694,26988.0,2,100.0,5957,404647.67000000004,67.92809635722679,92.56413651741597,828.15,2
Alice Torres,33,69,1986,8,Female,850 Birch Avenue,,Lobelville,TN,37097,35.75,-87.79,$14073,$28696,52910.0,686,4,28696.0,14073.0,695,23398.0,4,100.0,5828,184763.9,31.702796842827727,54.08827986200194,706.63,2
Lance Xi,30,65,1989,4,Male,7350 Fourth Lane,2.0,Rome,NY,13440,43.21,-75.47,$18712,$38153,92466.0,658,1,38153.0,18712.0,696,5716.0,1,100.0,6375,209922.25,32.928980392156866,69.5437910156404,744.27,1
Ana Gray,51,73,1968,8,Female,2897 West Street,,Lorton,VA,22079,38.7,-77.24,$35062,$71490,0.0,782,3,71490.0,35062.0,697,46474.0,3,0.0,20127,1237036.6400000001,61.46155115019626,92.11465258360289,1703.72,4
Magdalena Schmidt,20,67,1999,12,Female,3183 Burns Boulevard,2.0,Woodland,WA,98674,45.94,-122.67,$21093,$43006,26144.0,688,2,43006.0,21093.0,698,33978.0,2,76.943904879628,79,2107.22,26.673670886075946,46.913857367593145,197.5,3
Guillermo Richardson,44,67,1975,6,Male,41043 Lincoln Lane,6.0,Saint Amant,LA,70774,30.19,-90.78,$24289,$49523,89129.0,688,4,49523.0,24289.0,699,23276.0,4,100.0,23009,1887439.2299999997,82.03047633534703,118.36055818027879,2254.4,2
Mohammed Carter,31,76,1988,11,Male,7948 Martin Luther King Avenue,9.0,Memphis,TN,38106,35.1,-90.0,$10730,$21876,20169.0,786,2,21876.0,10730.0,700,13800.0,2,100.0,7838,328623.91,41.92701071701964,45.63151844938505,497.97,1
Brooklynn Butler,27,67,1992,8,Female,8893 Valley Drive,,Griffith,IN,46319,41.52,-87.42,$21992,$44843,67179.0,756,2,44843.0,21992.0,701,6283.0,2,100.0,118,2902.9700000000003,24.601440677966103,44.43002569791814,247.12,1
Kaiya Johnson,43,65,1976,3,Female,41332 Lincoln Avenue,,Durham,NC,27704,35.98,-78.91,$17625,$35938,47204.0,670,3,35938.0,17625.0,702,12345.0,3,100.0,19226,750019.5800000001,39.010692811817336,48.48544068640247,1038.12,1
Arielle Williams,73,65,1946,10,Female,518 Main Street,1.0,Danville,VA,24541,36.58,-79.4,$16745,$28553,19507.0,745,5,28553.0,16745.0,703,34916.0,5,55.86836980181006,6679,300141.63,44.938108998353044,81.44916945851784,1296.6,3
